nome_fantasia,nome,endereco,inicio,alvara,lat,lon,link,petisco,imagem
Tempero mineiro,SARA NATALIA GUILHERME 12194337644,"RUA SAO TOMAZ DE AQUINO, 777 CONJ 119-120 AO FIM - SANTA RITA DE CASSIA",10-07-2019,NÃO,-19.95423917917417,-43.94155428426602,,,
TEMPERO & CIA,CELIA REGINA RODRIGUES PEREIRA,"RUA CHOPIN, 22 nan - PRADO",04-06-2019,SIM,-19.925312273816715,-43.96406614820979,,,
QG DOS AMIGOS.,33.882.033 RINALDO BERNARDES MONTEIRO,"RUA PARANAIBA, 66 nan - BOM JESUS",10-06-2019,NÃO,-19.897012811774225,-43.95200859718414,,,
M M  RESTAURANTE,WANDERSON BRUNO MENDES DE OLIVEIRA 01638213640,"RUA DESEMBARGADOR BRAULIO, 1096 LOJA - ALTO VERA CRUZ",10-06-2019,NÃO,-19.910945074176503,-43.890117701829745,,,
FAMILIA SANTOS,DEISE APARECIDA DOS SANTOS 09217458694,"RUA ABADIA DOS DOURADOS, 275 CASA 1 - MINASLANDIA",12-06-2019,NÃO,-19.851605207463173,-43.93009264039616,,,
RESTAURANTE TUDO NA BRASA.COM,DILVANIA LOPES 03131422629,"RUA DOS BORGES, 63 LOJA - JARDIM VITORIA",12-06-2019,NÃO,-19.851100257612295,-43.88759356771333,,,
Flavia Luciana de Alcantara,FLAVIA LUCIANA DE ALCANTARA 06950186630,"RUA ALCIDES LINS, 394 CONJ - VENDA NOVA",22-06-2019,NÃO,-19.81646223340453,-43.958651389579934,,,
SUBLIME lanches,CAMILA FERREIRA CONEGUNDES 14942789605,"RUA BOAVENTURA, 1480 CONJ 1250-1251 - LIBERDADE",22-06-2019,NÃO,-19.85864670890754,-43.957255191256294,,,
EMPORIUM DA COMIDA,EMPORIUM DA COMIDA LTDA,"RUA ELI SEABRA FILHO, 510 LOJA 9 - BURITIS",25-06-2019,SIM,-19.97562539694977,-43.97670974035764,,,
Cantinho da Rosaurinha,SHIRLEY WERLY 91044502649,"RUA MONSENHOR PINHEIRO, 193 CASA - NOVO GLORIA",27-06-2019,NÃO,-19.901568759243013,-44.01459736686161,,,
DECK BOI NA BRASA,RESTAURANTE SABOR NA BRASA LTDA,"RUA IOLE MONTEIRO DE LIMA, 42 LOJA 05 E 06 - CASTELO",27-06-2019,SIM,-19.88755442231022,-43.99645490237767,https://comidadibuteco.com.br/buteco/deck-boi-na-brasa/,Tulipa do Cheff,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152342/deckboinabrasa_tulipadochefe_bh_2025_isaquerodrigues_unibh-9360-scaled.jpg
IMPERIO FOOD,LUCIANA CRISTINA DA SILVA CAMPOS 11045583600,"RUA LAURA IGNACIO PONTES, 129 LOJA D - MINASCAIXA",01-07-2019,NÃO,-19.81264470313308,-43.95511921382195,,,
MAMMA MIA GENI,ELIANA RUTH D OLIVEIRA 41114280704,"RUA JOSE ALVES DA SILVA, 250 nan - CAICARAS",24-05-2019,NÃO,-19.8947328299277,-43.96666970087883,,,
ARENA BAR,ADRIANO HENRIQUE DE CARVALHO 13585349692,"RUA PRACA DOS TOUROS, 371 LETRA B - ETELVINA CARNEIRO",30-05-2019,NÃO,-19.813105463112525,-43.936328494890645,,,
BARDAPRIMPEIXE,DAYANNE APARECIDA LOPES TEIXEIRA,"RUA DOS GUAJAJARAS, 1427 LOJA 3 - BARRO PRETO",03-06-2019,NÃO,-19.923572163360543,-43.9474948394755,,,
PATINETES BRASIL,PATINETES BRASIL IMPORTACAO E COMERCIO LTDA,"AVE FRANCISCO SA, 1213 SALA 1104 - GUTIERREZ",03-06-2019,SIM,-19.933168897716396,-43.95883611010988,,,
RESTAURANTE DIREITINHO,RESTAURANTE DIREITINHO LTDA,"RUA PLATINA, 1265 LOJA 23 E 24 - CALAFATE",18-06-2019,SIM,-19.923058093602133,-43.96909119569002,,,
UAI SO,NAYARA PATRICIA DOS SANTOS SOUZA 10758923686,"RUA COSTA BELEM, 318 nan - BARREIRO",25-06-2019,NÃO,-19.979412643455902,-44.015624725513895,,,
MANJAR DOS DEUSES,LEILA DA SILVA CARDOSO 05444266652,"RUA EXPEDICIONARIO CELSO RACIOPPI, 185 nan - SAO LUIZ",27-06-2019,SIM,-19.860757445344003,-43.980938268085325,,,
SAFIRA HOUSE GOURMET,EDSON CARLOS DOS SANTOS 85883646620,"RUA DESTERRO DO MELO, 111 nan - PROVIDENCIA",04-07-2019,NÃO,-19.851574296649435,-43.92362084186952,,,
ED PIZZAS,JEFFERSSON GABRIEL ELIAS LIMA 15473662650,"AVE MEM DE SA, 1138 FUNDOS - SANTA EFIGENIA",18-07-2017,NÃO,-19.92533573101153,-43.90795317355105,,,
GASTROMAY FOOD HOUSE,28.180.303 MARCUS VINICIUS SOUSA DA SILVA,"RUA SERINGUEIRA, 95 nan - NOVA GAMELEIRA",13-07-2017,NÃO,-19.944995219307398,-43.99380862454825,,,
FEITO EM CASA DA CAROL,CAROLINE APARECIDA FERREIRA 13102031641,"RUA JOSE ANGELO CUSTODIO, 140 CASA - CONJUNTO JATOBA",18-07-2017,NÃO,-20.003921200365262,-44.03915083230603,,,
BAR ESPETINHO DO MAGAYVER,CARLOS ZELTON BATISTA PEREIRA 95315403734,"AVE SERRANA, 650 nan - SERRANO",18-07-2017,NÃO,-19.880242896776494,-44.01151388865574,,,
DOMENICO PIZZERIA TRATTORIA,DTC COMERCIO DE ALIMENTOS LTDA,"RUA CLAUDIO MANOEL, 583 nan - SAVASSI",11-07-2017,SIM,-19.934226931451533,-43.93066871034011,,,
RANCHO DO LEO,RL RESTAURANTE & PIZZARIA LTDA,"AVE BRIGADEIRO EDUARDO GOMES, 2401 nan - GLORIA",11-07-2017,SIM,-19.895253412794617,-44.01033369085623,,,
VANESSA CRISTINA,VANESSA CRISTINA BAZILIO 09997587642,"AVE AMAZONAS, 1882 nan - BARRO PRETO",18-07-2017,NÃO,-19.925714629761863,-43.95077192578253,,,
CERVEJARIA PAMPULHA,CERVEJARIA PAMPULHA LTDA,"AVE FLEMING, 800 LOJA 12 - OURO PRETO",19-07-2017,SIM,-19.86696304585601,-43.9849518931084,,,
BAR  E RESTAURANTE DO FIFI,COMERCIAL IRMAS PAIVA LTDA,"RUA DAS GAIVOTAS, 500 nan - VILA CLORIS",25-07-2017,SIM,-19.825234119134755,-43.94676512094624,,,
CRISTINAS BAR,SIMONE ADELAIDE SOARES 94141908649,"RUA SAO BERNARDO DO CAMPO, 218 LOJA - PIRATININGA",14-07-2017,NÃO,-19.806040698538425,-43.983500348560206,,,
,DOMICIO TEIXEIRA DA SILVA 38464888600,"RUA SUSANA MARIA, 20 CASA - PAQUETA",14-07-2017,NÃO,-19.86967413042069,-43.99331380954537,,,
BOTIQUIN SAO JORGE ESPETERIA,MARIA CONCEICAO DA SILVA 22766618600,"RUA CONSELHEIRO ROCHA, 3917 LETRA A - HORTO",11-07-2017,NÃO,-19.907935652609886,-43.913833683978595,,,
VIN RUSSAS'S BAR,JUCELMA DE OLIVEIRA JASCOLKA 04120303659,"RUA JAGUARI, 806 LOJA A - BONFIM",11-07-2017,NÃO,-19.90807431015613,-43.95592738936973,,,
DELIRIUM,PRICE VIEIRA DA SILVA 68720262868,"RUA PARAIBA, 1352 LOJA 9 - SAVASSI",19-07-2017,NÃO,-19.93858440042298,-43.934396414371385,,,
,ROSANGELA ANASTACIO 32607970687,"RUA JOSEFINO PINTO, 90 nan - JARDIM VITORIA",19-07-2017,NÃO,-19.852433812952345,-43.87998823628239,,,
MD SABOR DA TERRA,CONCEICAO APARECIDA DIAS MOREIRA 02677727692,"AVE BIAS FORTES, 216 LOJA A - LOURDES",03-07-2017,NÃO,-19.930899283374053,-43.93987652283752,,,
BAR E RESTAURANTE DA LORA,28.095.202 APARECIDA MARIA DE ALMEIDA,"RUA IRACI SANSAO, 320 LOJA - VILA PINHO",03-07-2017,NÃO,-20.006565659188997,-44.022138712970865,,,
ALFONSOS,TC COMERCIO DE ALIMENTOS LTDA,"AVE PROFESSOR MARIO WERNECK, 1919 LOJA 2 - BURITIS",04-07-2017,NÃO,-19.972457298843253,-43.96686669782053,,,
ISABELLA NAMASTE,CASA DO MACARRAO DONA BELLA LTDA,"AVE DO CONTORNO, 2684 LOJA - SANTA EFIGENIA",23-06-2017,NÃO,-19.921819317792128,-43.9229450427902,,,
SANTO GUSTO GOURMET,BRUNO MIGLIO CAJADO,"AVE FRANCISCO SA, 593 LOJA 3 - PRADO",23-06-2017,NÃO,-19.9271410757368,-43.95947072295947,,,
BUTIQUIM ON CE TA,BUTIQUIM ON CE TA LTDA,"AVE GENERAL OLIMPIO MOURAO FILHO, 754 nan - ITAPOA",04-07-2017,SIM,-19.8341147289248,-43.95660519219171,https://comidadibuteco.com.br/buteco/butiquim-on-ce-ta/,Almôndega da Mamma Tereza,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050251/butequimonceta_almodegadamammatereza_bh_2025_isaquerodrigues_unibh-9021-scaled.jpg
SOBRADINHO,CARLA SANDRA REIS FERREIRA 95465421649,"RUA ALVA, 216 nan - JULIANA",04-07-2017,NÃO,-19.81822892561495,-43.938630996504976,,,
BAR DA MAE,JACIRA ALVES DE SOUZA 02759897630,"RUA JOAQUIM PEREIRA, 380 LOJA 2 - SANTA MONICA",29-06-2017,NÃO,-19.8297736299495,-43.966607991041734,,,
BAR ESQUINAO DOS AMIGOS,VANDERSON DE SA GOMES 12325301664,"RUA APORE, 155 nan - APARECIDA",29-06-2017,SIM,-19.88813231316902,-43.95179165190473,,,
CLUBCAR BH,KARINA GOMES SANTIAGO AMORIM 06366293686,"RUA PERDOES, 111 nan - CARLOS PRATES",29-06-2017,NÃO,-19.91353193881678,-43.96769462270455,,,
BAR DOS AMIGOS,ALISON ANTONIO FIRMINO DIAMANTINO 12500116638,"RUA ANTONIO BANDEIRA, 395 LOJA 1 - TUPI B",20-06-2017,NÃO,-19.839626473884223,-43.91642118118163,,,
BAR DO NEM,28.000.444 ELIAS COSTA DE FARIA,"AVE PRESIDENTE CARLOS LUZ, 2760 LOJA - VILA SUMARE",20-06-2017,NÃO,-19.888737496571235,-43.96743425059241,,,
LANCHONETE DO JOHNI PICK,50.041.394 JESONIEL TEIXEIRA DOS SANTOS,"RUA BAMBOLES, 7 CONJ - CONJUNTO CAPITAO EDUARDO",22-03-2023,NÃO,-19.83027580900865,-43.868495085798436,,,
NIKS DRINKS,50.188.997 DAVI PEREIRA DA SILVA,"RUA BONFIM, 12 LOJA - BONFIM",03-04-2023,NÃO,-19.911410009736944,-43.94783526020401,,,
O TAL DO ESPETO,LETICIA CAMILA CIA DO ESPETO,"RUA DARIO FARIA TAVARES, 15 nan - BAIRRO DAS INDUSTRIAS I",05-04-2023,SIM,-19.961802777496285,-44.0010485986321,,,
BAR DO CHAPA,BAR E RESTAURANTE DO CHAPA LTDA,"RUA SANTA RITA DO ITUETO, 386 nan - APOLONIA",10-04-2023,NÃO,-19.828349695432546,-43.98953790562383,,,
,50.287.578 MARIA EDUARDA ORNELAS SANTOS,"RUA PROFESSORA GABRIELA VARELA, 888 nan - JARDIM GUANABARA",12-04-2023,NÃO,-19.828316707020736,-43.93207279957945,,,
BAR ESTACAO,ESTACAO BAR LTDA,"RUA POUSO ALEGRE, 2933 LOJA:, - HORTO",13-04-2023,SIM,-19.908962056444782,-43.913784071870836,,,
CACHURRASQUINHO,CACHURRASQUINHO LTDA,"RUA FLOR DA NOIVA, 145 nan - JARDIM ALVORADA",20-03-2023,NÃO,-19.89940144432641,-43.98514549359023,,,
AVALANCHE BURGUER'S,50.067.627 LUAN PHRYNCE BARBOSA OLIVEIRA DA SILVA,"RUA MARIA GUERZONI FERNANDES, 228 CONJ A - PAULO VI",24-03-2023,NÃO,-19.84718231483731,-43.89182317536986,,,
MICHELLE'S DO CHURRASCO,RESTAURANTE & MERCEARIA SABOR DICASA LTDA,"AVE PROFESSOR MARIO WERNECK, 42 nan - ESTORIL",11-04-2023,SIM,-19.96681043669027,-43.95529534676904,,,
JUNTO JUNTINHO BAR,JUNTO JUNTINHO COMERCIO LTDA,"RUA CURA D'ARS, 542 nan - PRADO",17-04-2023,SIM,-19.927295224296444,-43.96431300431949,https://comidadibuteco.com.br/buteco/bar-junto-juntinho/,Poliamor Culinário,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/10075811/barjuntojuntinho_poliamorculinario_bh_2025_rodneycosta_unibh-1725-1-1-scaled.jpg
BH BEER,50.356.788 DAVID DO CARMO NUNES DIAS,"RUA ALBERTO AMBROSIO DOS SANTOS, 35 LOJA - MANTIQUEIRA",18-04-2023,SIM,-19.803258228109463,-43.97832180815173,,,
A&E RESTAURANTE,GUSTAVO CARDOS DOMINGOS 70488785685,"RUA SANTA RITA, 173 nan - OLHOS D'AGUA",23-03-2023,NÃO,-19.989968878904765,-43.96049964795774,,,
JORGE E MATHEUS,MATHEUS RAYMUNDO DO ROSARIO,"RUA MONTE SIMPLON, 383 nan - NOVA SUISSA",23-03-2023,SIM,-19.931706606382907,-43.981732311745596,,,
RESTAURANTE TEMPERO DAS GERAIS,RESTAURANTE TEMPERO DE MAE SABOR DE MINAS LTDA,"AVE AFONSO PENA, 1015 LOJA:03, - CENTRO",29-03-2023,SIM,-19.921728360672823,-43.936759425081185,,,
BAR DO BEICA,BAR DO BEICA LTDA,"RUA VINTE E UM DE ABRIL, 127 nan - CENTRO",29-03-2023,SIM,-19.91399159084956,-43.940412263075245,,,
,BEST BURGUER HAMBURGUERIA LTDA,"RUA MARIA FRANCISCA, 27 nan - BOA VISTA",30-03-2023,SIM,-19.894790285827387,-43.90654075787211,,,
PATUSCO PIZZARIA,MERCADO PATUSCO LTDA,"AVE MANOEL SALLES BARBOSA, 88 nan - CARDOSO",31-03-2023,SIM,-19.997475907957032,-44.00838968782106,,,
GARAGE BAR 56,50.191.930 ROSALIA APARECIDA TOME CRUZ,"RUA GUAIBA, 56 nan - GLORIA",03-04-2023,NÃO,-19.89982393733152,-44.005757664595755,,,
DINIZ DRINKS,50.291.705 GUSTAVO HENRIQUE DE OLIVEIRA DINIZ,"RUA CRECIUMA, 131 nan - BRASIL INDUSTRIAL",12-04-2023,NÃO,-20.00230266737005,-44.01203051321898,,,
CHALE LIMA RESTAURANTE,CHALE LIMA RESTAURANTE LTDA,"RUA ERICO VERISSIMO, 1926 nan - RIO BRANCO",18-04-2023,SIM,-19.819721923274237,-43.97787771348451,,,
BAR DU DU,50.359.985 ANTONIO CARLOS DE CASTRO,"RUA JOSE TAVARES FILHO, 371 LOJA - CDI JATOBA",18-04-2023,NÃO,-20.004440862421863,-44.04473519407829,,,
RESTAURANTE E BURGUERIA MANGABEIRA,50.000.332 ALBERT DE FREITAS REIS,"RUA BANDONION, 291 LOJA 291 - NOSSA SENHORA DE FATIMA",20-03-2023,NÃO,-19.93899843104219,-43.910197233849196,,,
ART DO TROPEIRO,50.023.768 VERA LUCIA ALVES MACIEL,"RUA HILDEMAR FALCAO, 220 nan - LINDEIA",21-03-2023,NÃO,-19.982018813350937,-44.04926099789991,,,
BAR DO CONTORNO,BAR CONTORNO LTDA,"RUA MUCURI, 3 nan - FLORESTA",23-03-2023,SIM,-19.918282373601613,-43.92624920174232,,,
PALADAR MINEIRO LANCHONETE E RESTAURANTE,45.619.966 GERLY ROQUE SILVERIO BASTOS,"AVE AFONSO PENA, 266 ANDAR 4 - CENTRO",23-03-2023,NÃO,-19.916188167787862,-43.940735345574794,,,
LB LANCHES,50.069.955 LETICIA PRISCILA DA SILVA COSTA,"RUA DESEMBARGADOR SARAIVA, 748 CONJ - ALTO VERA CRUZ",24-03-2023,NÃO,-19.907907963581465,-43.892811479832844,,,
BAR DO BETAO,50.218.025 IGOR DE AZEVEDO SILVA,"RUA AUGUSTO FERREIRA DOS SANTOS, 417 TERREO LOJA - SERRA VERDE",05-04-2023,NÃO,-19.799578594861014,-43.952741245151394,,,
,ASSOCIACAO DE MOTOCICLISTAS BALAIOS MC BELO HORIZONTE MG,"RUA JOSE RODRIGUES PEREIRA, 822 LOJA:12, - BURITIS",10-04-2023,SIM,-19.969281714037947,-43.96096653606215,,,
MAM GASTRONOMIA E EVENTOS,50.342.066 MILTON ALVARENGA MIRANDA,"RUA DO FURQUIM, 297 CASA FUNDOS - POMPEIA",17-04-2023,NÃO,-19.913917290794355,-43.90256551386571,,,
CHEF CRISTIANO CAMPOS,50.001.515 CRISTIANO CAMPOS MARTINS,"RUA PAULO PIEDADE CAMPOS, 705 APT 2016 - ESTORIL",20-03-2023,NÃO,-19.959235274256432,-43.966839757169545,,,
NA CHAPA,50.097.483 TAIANE GONCALVES CORREA,"RUA GEROSINO PEREIRA DE ALMEIDA, 1525 CONJ - SALGADO FILHO",27-03-2023,NÃO,-19.947691659922974,-43.97616910935068,,,
SITIO DELIVERY ACAI,50.169.050 LARISSA MENEZES LOPES,"RUA DOUTOR CRISTIANO REZENDE, 904 LOJA B - BAIRRO NOVO DAS INDUSTRIAS",31-03-2023,NÃO,-19.977951837162877,-43.99382134238247,,,
BOTEQUIM MADUREIRA,BOTEQUIM SANTA CLARA LTDA,"RUA MADUREIRA, 293 nan - APARECIDA",10-04-2023,SIM,-19.892532328509994,-43.95282440693847,,,
MINEIRO DELIVERY BH UNIAO,EP RESTAURANTES LTDA,"RUA LORCA, 308 nan - UNIAO",11-04-2023,SIM,-19.880292385723024,-43.92380066462716,,,
BAR DA LORA,50.294.901 AMOS RIBEIRO SOUZA DE OLIVEIRA,"RUA LUCIMARA MARQUES, 401 nan - GOIANIA",12-04-2023,NÃO,-19.862333856264783,-43.898257584914866,,,
CHRISTIAN JUNIO COMERCIO DE ALIMENTOS,50.345.351 CHRISTIAN JUNIO DE CARVALHO DIAS,"RUA CACHOEIRA DOURADA, 137 nan - PARAISO",17-04-2023,NÃO,-19.917033230794594,-43.908047925197536,,,
JACKET BAR,JACKET BAR LTDA,"RUA PARAIBA, 1342 nan - SAVASSI",22-03-2023,SIM,-19.938328176046216,-43.934325039079695,,,
RESTAURANTE SOUZA,50.071.753 MARIA DE LOURDES CORDEIRO,"RUA SANTA RITA, 4180 LOJA CASA - FAZENDINHA",24-03-2023,NÃO,-19.9313039921248,-43.904203298985344,,,
COME GUINNESS,MWA FOODS LTDA,"AVE JOSE CANDIDO DA SILVEIRA, 150 nan - SAGRADA FAMILIA",30-03-2023,SIM,-19.894465095296685,-43.92575451338915,,,
AQUA,G R RESTAURANTE LTDA,"PCA CARLOS CHAGAS, 59 nan - SANTO AGOSTINHO",05-04-2023,SIM,-19.93073129116128,-43.949489104399476,,,
BADAK RESTAURANTE,MARIA HELENA DE BARROS SANTOS CPF.74105540610,"AVE BRIGADEIRO EDUARDO GOMES, 2015 LOJA:, - GLORIA",10-04-2023,SIM,-19.89695127322196,-44.010341383801006,,,
BOA PIZZA,50.249.595 RAFAEL CHAGAS FREITAS,"AVE WALDYR SOEIRO EMRICH, 5192 CONJ - OLARIA",10-04-2023,NÃO,-19.993808435664253,-44.032672381064685,,,
SUSHI MAIS JAPA,50.296.340 MIZAEL FRANCISCO DE PAULA DA SILVA,"RUA APARANA, 261 nan - ZILAH SPOSITO",12-04-2023,NÃO,-19.801458735374425,-43.926235400867405,,,
CANTINA BOM JESUS,50.296.543 VICENCIA MARIANA DA SILVA FERREIRA PRUDENTE,"RUA ALTEROSA, 30 CONJ - CONJUNTO TAQUARIL",12-04-2023,NÃO,-19.912688963855565,-43.878702580666314,,,
,RESTAURANTE MASSALA SAVASSI LTDA,"RUA DOS INCONFIDENTES, 867 LOJA:TERREO , - SAVASSI",17-04-2023,SIM,-19.93601090071419,-43.93403559850041,,,
BADALO,BADALO SUSHI BAR LTDA,"RUA ADAMINA, 60 CASA:B,FUNDOS:PRACA D CAXIAS N 322, - SANTA TEREZA",21-03-2023,SIM,-19.91576798339521,-43.9184106283362,,,
CANTINA CONFRARIA,50.005.001 CLOVIS DE SOUZA SANTOS,"AVE BRASIL, 478 ANDAR 3 - SANTA EFIGENIA",21-03-2023,NÃO,-19.9255695096015,-43.924466138723396,,,
ANDU COZINHA MINEIRA,JS LTDA,"RUA DOS CAETES, 537 nan - CENTRO",23-03-2023,SIM,-19.916472576609618,-43.93910840841019,,,
ROTA 475 SPEED BEER,50.050.984 MARIA DAS GRACAS FATIMA DA SILVA,"AVE SANTA MATILDE, 475 LOJA - DOM CABRAL",23-03-2023,NÃO,-19.924728853651317,-43.9985816644923,,,
REAL DRINKS,50.072.833 FERNANDA GONCALVES MARQUES,"AVE LIEGE, 68 nan - EUROPA",24-03-2023,NÃO,-19.802521070248403,-43.97151483633219,,,
MEGA ESPETOS E RESTAURANTE,50.199.433 JORGINA PEREIRA DA SILVA,"RUA QUIARI, 110 nan - SAO GERALDO",04-04-2023,SIM,-19.894085283202536,-43.89672287416704,,,
CANDEIA RESTAURANT'S,TDS RESTAURANTE LTDA,"RUA CORONEL COSTA DIAS, 11 nan - PLANALTO",05-04-2023,SIM,-19.83336732796398,-43.945895315436715,,,
ESPETERIA BHAR ESTACAO GUARANI,45.719.855 ELIOMAR RAMOS COSTA,"RUA ITAVERAVA, 647 LOJA - GUARANI",21-03-2022,SIM,-19.842240930845268,-43.923225983404095,,,
PONTO DA COSTELA,COMERCIAL DE ALIMENTOS MERCURIO LTDA,"RUA LUIZ RODRIGUES ARAUJO, 6 LOJA:1A, - CEU AZUL",21-03-2022,SIM,-19.825050159891706,-44.00068727404657,,,
ANGEL STAR,45.317.590 ANGELITA NARDY DA SILVA PEREIRA,"RUA DJALMA CASSIMIRO DE ARAUJO, 196 nan - DOM SILVERIO",16-02-2022,NÃO,-19.856717008933156,-43.905459851025796,,,
FAZENDA CERVEJEIRA,FAZENDA CERVEJEIRA LTDA,"RUA PORTO, 1000 nan - SAO FRANCISCO",16-02-2022,SIM,-19.875592769324307,-43.96038324783383,,,
PETISCOS VRUM & GROWLERIA,PETISCOS VRUM & GROWLERIA IPIRANGA LTDA,"AVE BERNARDO DE VASCONCELOS, 2056 LOJA:02, - IPIRANGA",18-02-2022,SIM,-19.87864322143389,-43.93456210988846,,,
STORE VESTUARIO & ACESSORIOS,LEONARDO FERNANDO CASTRO DA CUNHA 70045610622,"AVE MAGENTA, 272 nan - VITORIA",11-03-2022,NÃO,-19.860688982979887,-43.89122753747879,,,
ALKAIDA DISTRIBUIDORA,FERNANDO LEONARDO COUTO 08819202662,"RUA GLEUCY JOSE DE OLIVEIRA, 34 nan - CONJUNTO TAQUARIL",22-02-2022,NÃO,-19.920839235208103,-43.87941074489097,,,
BAR DO AMERICANO,RONALDO VIEIRA DE FREITAS 17579481634,"RUA RIO CASCA, 617 nan - CARLOS PRATES",22-02-2022,NÃO,-19.91719845428108,-43.957633099063536,,,
BARAM,BARAM BAR E RESTAURANTE LTDA,"AVE SINFRONIO BROCHADO, 858 nan - BARREIRO",22-02-2022,SIM,-19.977015496963407,-44.02070477876189,,,
HOT DOG MALUCAO,LUCIENI DA SILVA MOURA 12761055683,"RUA LUIS, 256 CONJ - SANTA SOFIA",10-03-2022,NÃO,-19.949184130854015,-43.96624431819925,,,
GARAGEM DO ESPETO,SELMO EURICO SILVEIRA 97789925687,"AVE FRANCISCO SA, 77 nan - PRADO",15-03-2022,NÃO,-19.92292365846307,-43.95895375292886,,,
TREM NA BRASA FOOD,LETICIA DA FONSECA MEDEIROS 02058158636,"AVE GENERAL CARLOS GUEDES, 6 nan - PLANALTO",17-03-2022,NÃO,-19.84007569137226,-43.95074037278634,,,
,FERNANDO AUGUSTO SOUZA DE OLIVEIRA 09949815622,"BEC OLIVEIRA, 6 CASA - NOSSA SENHORA DE FATIMA",16-02-2022,NÃO,-19.93774410857457,-43.907340872983774,,,
BUTECARIA,AMANDA ANESIO MENES DE OLIVEIRA 14715038609,"AVE LIEGE, 191 nan - JARDIM DOS COMERCIARIOS",25-02-2022,NÃO,-19.80150923570269,-43.97149737591366,,,
,SONIA NEVES ALCANTARA 04744576648,"RUA DOUTOR ELBERT PIMENTA, 54 nan - JONAS VEIGA",04-03-2022,NÃO,-19.916314846980526,-43.89297241262373,,,
TEXAS SNOOKER BAR,TEXAS SNOOKER BAR LTDA,"RUA EDUARDO CARLOS, 62 LOJA A - ARAGUAIA",04-03-2022,SIM,-19.99083658025935,-43.99984541654932,,,
ESPETINHO DO NENAS,PAULO HENRIQUE DE SAO JOSE 06940422692,"RUA MARIA DOMINGAS DA ROCHA, 39 LETRA A - VALE DO JATOBA",09-03-2022,NÃO,-20.008337559390885,-44.038530778400094,,,
DISNEY RESTAURANTE E LANCHONETE,FABIO GOMES DE ASSIS 07554642650,"AVE DOM PEDRO II, 2573 nan - CARLOS PRATES",11-03-2022,NÃO,-19.90982455842798,-43.965305845376115,,,
CASCUDU'S BEER,GUY CARDOSO CHAVES 07941739690,"RUA MARIA DAS GRACAS, 170 nan - MARIA GORETTI",11-03-2022,NÃO,-19.866472454698226,-43.909488025939105,,,
BUENOS EVENTOS,J & J BUENOS EVENTOS LTDA,"RUA EDGARD TORRES, 336 nan - MINASCAIXA",14-03-2022,NÃO,-19.812013032513736,-43.958385822711115,,,
IKOGAI SUSHI,RESTAURANTE IKOGAI SUSHI LTDA,"RUA WALDOMIRO LOBO, 350 nan - GUARANI",14-03-2022,SIM,-19.844981574233405,-43.92200813312791,,,
BAO DE PROSA,ELIANE DE MOURA RAMOS 05632601650,"RUA MONTE CARMELO, 51 LOJA 04 - OLARIA",14-03-2022,NÃO,-19.99351277942436,-44.02770014095414,,,
VIA TROPEIRO EVENTOS,ROSANGELA MENDES FERREIRA BORBA,"AVE FLEMING, 315 nan - OURO PRETO",19-11-2010,SIM,-19.871089631858233,-43.986756332404816,,,
,ANA CRISTINA MOREIRA 97915106600,"RUA GUSTAVO DA SILVEIRA, 69 GARAGE A - HORTO FLORESTAL",22-11-2010,NÃO,-19.90465807686438,-43.91344433227448,,,
,RESTAURANTE CASA DA FLOR LTDA.,"AVE ALTAMIRO AVELINO SOARES, 854 nan - CASTELO",23-12-2010,SIM,-19.880609989713548,-44.00167618789572,,,
,RUBENS OLDACK RODRIGUES SILVA 41896033687,"RUA JAMAICA, 12 nan - ITAPOA",23-12-2010,NÃO,-19.842627820425314,-43.962278171123295,,,
RESTAURANTE GABRIELA,FAMILIA OLIVEIRA RESTAURANTE LTDA,"RUA TURFA, 106 nan - PRADO",22-11-2010,SIM,-19.923290934074934,-43.96399199554343,,,
,RESTAURANTE E LANCHONETE VO ABENCOADA LTDA,"AVE RAJA GABAGLIA, 1315 LOJA - LUXEMBURGO",22-11-2010,NÃO,-19.94697102900098,-43.95957380593348,,,
,ADRIANA MARIA PONCIANO FERREIRA 04234310646,"RUA JOAQUIM DE PAULA, 695 LOJA 01 - INCONFIDENCIA",14-01-2011,NÃO,-19.903476357837455,-43.99887650009072,,,
,MARIA INES GONZAGA 81169396615,"PCA CHUI, 37 nan - JOAO PINHEIRO",17-01-2011,NÃO,-19.92697541607386,-44.00125043600852,,,
CANTINHO MINEIRO,SORAYA DA SILVA GONCALVES - CPF 61352896672,"RUA LEIRIA, 212 nan - SAO FRANCISCO",12-12-2010,NÃO,-19.876627331573115,-43.95482157639215,,,
ARIGATO CULINARIA JAPONESA,ARIGATO CULINARIA JAPONESA LTDA,"RUA ROSINHA SIGAUD, 763 LOJA 4 - CAICARA ADELAIDE",25-01-2011,SIM,-19.90520201410335,-43.97202346705158,,,
,OTAVIO AGUILAR SOARES,"RUA OURO PRETO, 223 nan - BARRO PRETO",26-01-2011,SIM,-19.919913122054098,-43.94977334574442,,,
BAR DO JOAOZINHO,BAR DO JOAOZINHO LTDA,"RUA BARAO DO MONTE ALTO, 942 nan - CARDOSO",26-01-2011,SIM,-20.005007687819656,-44.005525493746,,,
